IRIS,LIBIRIS,COM,LIBCOM,DEC_PIMP18,DEC_TP6018,DEC_Q118,DEC_MED18,DEC_Q318,DEC_EQ18,DEC_D118,DEC_D218,DEC_D318,DEC_D418,DEC_D618,DEC_D718,DEC_D818,DEC_D918,DEC_RD18,DEC_S80S2018,DEC_GI18,DEC_PACT18,DEC_PTSA18,DEC_PCHO18,DEC_PBEN18,DEC_PPEN18,DEC_PAUT18,DEC_NOTE18
595070301,Champ du Cerf 1,59507,Ronchin,67.1,,19710,26050,34260,0.56,13390,18260,20940,23690,29350,32650,36910,44750,3.3,4.3,0.279,63.4,58,1.6,3.8,32.1,4.5,0
595070303,Champ du Cerf 3,59507,Ronchin,34.7,41.5,8430,15620,22910,0.93,2720,6960,9770,12510,18160,21410,24940,29990,11,11,0.372,72.7,66.8,4.6,1.3,26.4,0.9,0
595070306,Champ du Cerf 2 Étendu,59507,Ronchin,59.2,15.9,16840,23480,31250,0.61,10350,14430,18360,20770,26210,29110,33610,41970,4.1,5.1,0.294,77.3,72.1,2.2,3,21,1.7,0
595080101,Centre-Plat Vinage 1,59508,Roncq,,,20140,24860,31340,0.45,15060,19020,21220,22850,27440,29680,33280,41450,2.8,3.2,0.229,67.2,62.9,2.1,2.2,29.4,3.4,0
595080102,Centre-Plat Vinage 2,59508,Roncq,48.9,17.1,15300,21030,28320,0.62,9620,13990,16480,18830,23920,26580,30510,38480,4,5.2,0.305,69.2,63.3,3.1,2.8,24.5,6.3,0
595080103,Centre-Plat Vinage 3,59508,Roncq,53.9,12.4,17140,23720,30290,0.55,11990,15450,18480,21400,25800,28340,33050,40600,3.4,4.7,0.299,60.9,53.7,2.3,4.9,31.3,7.8,0
595080201,vallée blanc four 1,59508,Roncq,69.2,7.3,21250,29470,41800,0.7,14670,19670,22960,26060,33720,38880,47040,61760,4.2,5.5,0.337,74.2,63.3,2.3,8.6,17.4,8.4,0
595080202,vallée blanc four 2,59508,Roncq,52.3,15.7,16590,22780,31730,0.66,10230,14960,17680,20480,25380,29290,34700,42420,4.1,5.7,0.325,72.4,62.2,2.5,7.7,21.5,6.1,0
595080203,vallée blanc four 3,59508,Roncq,57.9,9.2,18640,23540,30510,0.5,13310,17500,19670,21590,25500,28740,32280,38590,2.9,3.3,0.227,67.3,62.6,2.2,2.5,30.4,2.3,0
595120101,Mackellerie,59512,Roubaix,22.3,61.5,2150,9620,17470,1.59,0,770,3700,7240,12560,15590,19570,24380,,470.7,0.509,76.6,68.5,6.5,1.6,18.6,4.8,0
595120102,Fresnoy,59512,Roubaix,31.5,54.5,5330,11410,20300,1.31,200,3700,6600,9180,14830,18130,22870,30930,155.6,35.6,0.475,79.7,69.9,5.9,3.9,16.6,3.7,0
595120201,fosse aux chenes,59512,Roubaix,11.9,76.7,2180,7170,12510,1.44,0,880,3190,4970,8850,11530,14010,18090,,211.8,0.499,74.7,62.9,9.3,2.5,21.5,3.8,0
595120202,Alma Sud,59512,Roubaix,,,1110,4530,9200,1.78,0,590,2110,3170,6120,7850,10180,13770,,302.7,0.522,71.4,,,,28.2,0.4,0
595120203,Alma Nord,59512,Roubaix,,77.4,2120,6760,12430,1.53,0,1120,3450,4810,8600,10850,13700,18690,,137.9,0.508,73.3,,,,23.1,3.6,0
595120301,Entrepont-Cartigny,59512,Roubaix,18.2,65.4,3640,8490,15640,1.41,0,2130,5020,6880,11520,14290,17490,22250,,67.9,0.463,72.4,62.8,7.8,1.8,24.8,2.8,0
595120302,Hutin-Oran,59512,Roubaix,18.7,63.9,4320,9890,15860,1.17,50,2780,5580,7670,11660,14560,17550,22840,467.2,33.8,0.438,69.8,61,6.7,2.1,25.8,4.4,0
595120303,Cul de Four,59512,Roubaix,11.9,77.1,1640,6380,12230,1.66,0,90,2430,5020,7990,10690,13930,18720,,5624.9,0.519,67.2,56.1,8.5,2.6,29.2,3.6,0
595120401,Hommelet Nord,59512,Roubaix,14.8,74.6,2570,7410,13110,1.42,0,1270,3780,5760,9100,11580,14810,20930,,119.6,0.49,71.9,,,,24.2,3.9,0
595120402,Hommelet Centre,59512,Roubaix,14.3,73.2,2680,7270,13460,1.48,0,1530,3420,5330,9870,12280,15130,20050,,110.3,0.49,68.5,57.4,7.7,3.4,28.7,2.8,0
595120403,Hommelet Sud,59512,Roubaix,21.1,66.9,3090,9220,15920,1.39,0,1710,4560,6660,10920,14020,17580,23690,,121.1,0.502,76.4,67.7,7.1,1.6,20.6,3,0
595120501,epeule nord,59512,Roubaix,,77,2080,7040,12540,1.49,0,870,3020,5290,8920,11280,14050,17300,,224.6,0.484,70.8,,,,27.2,2,0
595120502,epeule centre,59512,Roubaix,16.2,68.7,2130,8020,14830,1.58,0,590,3380,5740,10260,13350,16760,21730,,526.1,0.53,77.5,64,8.7,4.8,19.3,3.2,0
595120503,epeule sud,59512,Roubaix,27.5,49.2,5780,13450,21630,1.18,570,4020,7440,10360,16670,19720,23710,31130,54.5,30.4,0.451,77.5,66.8,5.4,5.3,20,2.5,0
595120504,Trichon,59512,Roubaix,23.9,59.6,3950,9720,18600,1.51,0,2770,5230,7570,13050,16490,20940,28440,,56.3,0.51,80.1,67.6,7.4,5.1,16.1,3.8,0
595120601,esperance centre,59512,Roubaix,27.9,59.6,3350,9810,18930,1.59,0,1810,4780,7240,13130,16930,21660,28240,,126.9,0.51,84.5,71.5,7.4,5.6,12.1,3.4,0
595120602,Nations Unies,59512,Roubaix,19.6,68,2820,8460,15050,1.44,0,1180,4020,6600,10720,13440,16690,21490,,182.7,0.483,80.8,69.4,9.1,2.3,16.6,2.6,0
595120603,Anseele,59512,Roubaix,19,66.9,3300,8560,15690,1.45,0,2170,4700,6480,10980,14010,17610,22590,,77.6,0.486,66.9,57.1,7.9,1.9,30.6,2.5,0
595120701,Barbieux-Vauban,59512,Roubaix,60.4,19.2,15770,25840,39850,0.93,6850,13500,18180,22010,30060,36660,43720,55540,8.1,11.2,0.415,64.7,55.9,2.3,6.5,28.2,7.1,0
595120702,Barbieux Sud,59512,Roubaix,62.3,12.4,18560,28750,42690,0.84,11000,16790,20300,24330,33050,38910,48660,64490,5.9,8.1,0.386,61.9,52.5,1.9,7.5,29.8,8.3,0
595120703,edouart vaillant,59512,Roubaix,43.6,30.6,11150,18000,26000,0.82,4940,9400,12880,15200,21210,24390,27610,34750,7,8.3,0.349,71.8,64.2,4.3,3.3,25.8,2.4,0
595120801,Moulin Nord,59512,Roubaix,24.3,60.8,3720,9570,17230,1.41,0,2710,5210,7460,12500,15810,19020,24400,,57.3,0.471,77.7,68,7.8,1.9,20.4,1.9,0
595120802,Moulin Sud,59512,Roubaix,19.7,61.8,3210,9120,16880,1.5,0,1770,4650,6920,12400,15130,18680,22750,,74,0.47,74.9,66.4,6.6,1.9,22.5,2.6,0
595120803,Potennerie,59512,Roubaix,36.5,39.9,8060,15430,24540,1.07,1670,6220,9770,12980,18950,22520,27260,37640,22.5,20.5,0.454,77.9,66.2,5.4,6.3,19.4,2.7,0
595120901,Sainte-Elisabeth Centre,59512,Roubaix,17.1,71.4,1820,7880,14330,1.59,0,550,2790,5500,10040,12430,16400,21430,,511.8,0.513,76.2,66.7,7.2,2.3,21.4,2.4,0
595120902,Sainte-Elisabeth Sud,59512,Roubaix,16.9,70.3,2320,7950,14570,1.54,0,840,3520,5880,9590,12740,16520,21300,,200.5,0.493,76.8,66.8,8.4,1.6,20.6,2.6,0
595120903,Sainte-Elisabeth Nord,59512,Roubaix,19.1,68.1,2970,8450,15850,1.52,0,1050,4300,6460,10840,13790,17890,23020,,368,0.512,71.8,63,6.9,1.9,25,3.2,0
595121001,Pile Est,59512,Roubaix,19,68,2720,8180,15310,1.54,0,1290,3600,6190,10610,13600,17450,21940,,99.4,0.495,72.9,63.5,7,2.4,24.1,3,0
595121002,Pile Centre,59512,Roubaix,14.4,75.9,1640,6710,12750,1.66,0,860,2770,4800,8770,11120,14420,18560,,195.7,0.502,75.4,64.4,9.7,1.3,21.8,2.8,0
595121003,Pile Nord,59512,Roubaix,18.8,64.5,3720,8450,16120,1.47,0,2430,4560,6630,11200,14660,17890,22750,,70.9,0.483,67.6,59.4,6.1,2.1,27.8,4.6,0
595121102,Trois Ponts Sud,59512,Roubaix,11.7,80.1,2290,6040,10900,1.42,0,1200,3540,4740,7820,9620,12960,17040,,121,0.488,75.3,62.5,11.2,1.6,23.6,1.1,0
595121103,Sartel,59512,Roubaix,28.6,50.6,5290,12610,20750,1.23,410,4050,6230,9690,15710,18760,22880,27480,66.7,26.4,0.423,73.1,64.5,6,2.6,23.2,3.7,0
595121201,Linne Chemin Neuf,59512,Roubaix,38.3,37,9570,16720,24230,0.88,3140,7920,10750,13900,19210,22360,26030,32260,10.3,10.7,0.369,69.9,62.2,4.6,3.1,26.8,3.3,0
595121202,Justice,59512,Roubaix,39,35.2,9640,17480,24110,0.83,3310,8010,11790,14570,20010,22700,26520,32280,9.8,11.1,0.377,68.9,61.2,3.6,4.1,26.6,4.5,0
595121203,Fraternité,59512,Roubaix,33.6,44.4,7440,14540,21810,0.99,570,5780,8900,11450,17140,20050,24370,31150,55.1,22.4,0.427,71.5,61.6,4.6,5.3,23.9,4.6,0
595121301,Nouveau Roubaix,59512,Roubaix,16.5,66.3,3690,8860,15590,1.34,0,2430,4810,6860,10920,14310,17140,21690,,44.2,0.453,72.3,63.2,8.3,0.8,26.6,1.1,0
595121302,Hauts Champs,59512,Roubaix,,,3000,8790,14950,1.36,0,1630,4370,6440,11110,13680,17010,20560,,106.3,0.463,69.2,,,,29.2,1.6,0
595260101,moulin blanc-la bruyere,59526,Saint-Amand-les-Eaux,51.9,12.6,16550,22540,29850,0.59,11850,15150,17450,19650,25270,28200,32210,40590,3.4,4.6,0.295,71.1,63,2.1,6,24.3,4.6,0
595260102,Centre 1,59526,Saint-Amand-les-Eaux,,,7700,14480,22890,1.05,2780,6210,9380,12050,17650,21350,24720,31010,11.2,14.6,0.414,66.1,57.8,3.8,4.5,30.7,3.2,0
595260103,Centre 2,59526,Saint-Amand-les-Eaux,36.8,33.2,10640,17300,24980,0.83,4780,9130,12090,14740,19890,22840,26780,34250,7.2,9.9,0.373,67.7,59.1,3.9,4.7,27.5,4.8,0
595260104,thermal-mont des bruyeres,59526,Saint-Amand-les-Eaux,57.6,13.1,16730,24530,33220,0.67,11520,15380,18430,21270,27460,31140,36750,46010,4,5.1,0.309,71.6,63.3,2.3,6,23.8,4.6,0
595260105,moulin des loups,59526,Saint-Amand-les-Eaux,37,27.7,12110,17740,24100,0.68,6640,10530,13620,15880,19730,22360,25540,30240,4.6,6,0.307,67.8,61.8,3.2,2.8,30.1,2.1,0
595260106,Centre 3,59526,Saint-Amand-les-Eaux,,,7360,15840,23610,1.03,750,6070,8810,12000,18110,21280,26210,35090,46.8,21,0.444,66.5,57,4.3,5.2,30.2,3.3,0
595270101,Messines et ZAC,59527,Saint-André-lez-Lille,,,20760,27660,36550,0.57,15470,19200,22160,25060,30920,34210,39690,48960,3.2,4,0.27,69.4,62.2,1.9,5.3,26.8,3.8,0
595270102,Église-cimetière,59527,Saint-André-lez-Lille,47.6,27.8,11730,19090,27260,0.81,5780,9940,13620,16200,21640,24860,30230,38460,6.7,8.4,0.354,73.5,66.3,3.7,3.5,23.8,2.7,0
595270103,ecole-beguinage,59527,Saint-André-lez-Lille,53.2,18.4,15730,23590,33140,0.74,8420,13830,17290,20290,26550,30810,35630,43640,5.2,7,0.346,75,66.1,2.7,6.2,19.9,5.1,0
595270104,Batailles et fleurs,59527,Saint-André-lez-Lille,63.4,9.2,18650,24820,32580,0.56,13320,17210,19740,22110,27420,30470,35100,43840,3.3,4,0.268,74.1,66.4,2.2,5.5,23,2.9,0
595270105,Sainte-Helene,59527,Saint-André-lez-Lille,56.4,21.1,14270,21540,29850,0.72,8350,12640,15760,18430,24450,27520,31920,40120,4.8,6.2,0.321,82.3,74.5,3.6,4.2,15.5,2.2,0
595440103,Saint-Saulve 3,59544,Saint-Saulve,51.5,22.3,14040,21630,30460,0.76,7880,11990,15780,18410,24380,28220,33620,43380,5.5,7.7,0.368,62.4,52.3,2.2,7.9,33,4.6,0
595440104,Saint-Saulve 4,59544,Saint-Saulve,,,7080,15220,23730,1.09,750,5110,9070,12540,18330,21120,25790,32030,42.7,24,0.421,60.7,51.8,4.6,4.3,36.5,2.8,0
595440105,Saint-Saulve 5,59544,Saint-Saulve,54.4,20.1,14650,21940,30490,0.72,8480,12930,16420,19390,24930,28310,32740,42700,5,6.3,0.332,73.8,66.3,2.4,5.1,21.9,4.3,0
595440107,Saint-Saulve 2,59544,Saint-Saulve,55.2,19.4,14890,22880,33050,0.79,8810,13060,16430,19710,26460,30350,35900,47350,5.4,8.2,0.386,69.8,57.5,2.1,10.2,23.4,6.8,0
595600101,Centre 1,59560,Seclin,52.5,20.6,14550,21410,29200,0.68,7340,12610,15720,18600,24070,27080,31690,39690,5.4,7.5,0.358,76.7,67.1,3.7,5.9,19.4,3.9,0
595600102,Centre 2,59560,Seclin,54.5,16.6,16030,23200,31590,0.67,9590,14300,17740,20460,26050,29220,34760,45550,4.7,6.2,0.331,71.3,64.5,2.3,4.5,23.9,4.8,0
595600201,Burgault Mouchonnière 1,59560,Seclin,50.9,19.2,14650,20990,28910,0.68,8410,13200,15940,18790,23310,26540,31500,38010,4.5,6,0.328,76.5,68.9,2.7,4.9,20.7,2.8,0
595600202,Burgault Mouchonnière 2a,59560,Seclin,,,7780,14330,21590,0.96,2380,6210,9070,11550,16680,19900,23640,29030,12.2,12.6,0.384,70.1,64.4,4.7,1,27.7,2.2,0
595600203,Burgault Mouchonnière 2b,59560,Seclin,,,22260,27830,34760,0.45,19400,21510,23340,25280,29880,33060,37910,45760,2.4,2.7,0.206,56.5,53.2,1.2,2.1,41.3,2.2,0
595690101,Le Marais,59569,Sin-le-Noble,,,13370,20690,28290,0.72,7870,11650,14710,17520,23280,26670,30910,38200,4.9,6.2,0.323,70.4,63.1,2.8,4.5,26.7,2.9,0
595690102,Le Bivouac,59569,Sin-le-Noble,37.2,33.6,10890,17380,23830,0.74,5920,9240,12160,14830,19470,22240,25790,31320,5.3,6.5,0.317,63.3,58.1,3.5,1.7,35,1.7,0
595690103,Le Centre Ville,59569,Sin-le-Noble,36.1,33.8,10780,16920,22600,0.7,5080,9480,12050,15020,19070,21110,24120,29430,5.8,7.6,0.325,69.9,63.6,5.3,1,27.6,2.5,0
595690104,La Brasserie et Le Faubourg,59569,Sin-le-Noble,40.9,34.1,10140,17370,24240,0.81,5270,8700,11900,14650,19910,22490,26430,32760,6.2,8.4,0.359,71.2,63.1,4.2,3.9,26.5,2.3,0
595690105,Le Puits du Midi et Paul Foucaut,59569,Sin-le-Noble,29.5,43.1,8590,14530,20610,0.83,2980,7140,9720,12280,17060,19130,22320,27000,9.1,9.7,0.348,70,63.3,5.1,1.6,28.9,1.1,0
595690106,quartier les epis,59569,Sin-le-Noble,,,4000,11780,20680,1.42,0,2090,5740,8500,15520,19070,22520,29150,,84.9,0.465,59.6,54.4,4.8,0.4,38.8,1.6,0
595740101,Quartier de Sessevalle,59574,Somain,21.2,50.9,6440,12760,18300,0.93,1590,5100,8090,10640,14460,16840,19810,24080,15.1,16.5,0.403,64.9,56,6.4,2.5,32.4,2.7,0
595740102,Quartier du Centre Ville,59574,Somain,37.7,31.6,10930,17570,25240,0.81,4910,8910,12550,14960,20380,23200,27170,33520,6.8,9.2,0.358,68.6,59.6,3.4,5.6,27.6,3.8,0
595740103,Quartier de Villers-Campeau,59574,Somain,34.9,33.7,10540,17020,23600,0.77,5170,9430,11870,14580,19370,21980,24760,30070,5.8,6.7,0.316,66.7,59.9,4.1,2.7,31.4,1.9,0
595740104,Quartier des Cheminots-Chauffour,59574,Somain,36.6,31.8,10910,17610,23630,0.72,5270,9250,12550,15560,19510,21960,25170,29880,5.7,7.4,0.321,64.4,59.2,3.1,2.1,33.6,2,0
595990101,Orions,59599,Tourcoing,28.1,43.5,8340,14690,20590,0.83,2610,6730,9320,11880,16790,19310,22390,26040,10,9.8,0.342,67.4,60.9,5.6,0.9,29.5,3.1,0
595990102,Pont Rompu,59599,Tourcoing,29.7,43.4,8590,14620,21930,0.91,3690,6880,10040,11960,17410,20340,23380,27500,7.5,9.5,0.356,63.5,56.1,4.8,2.6,32.2,4.3,0
595990201,Bois d'Achelles,59599,Tourcoing,54.2,18.5,15800,22140,31820,0.72,8060,13580,17350,19830,25260,29230,34930,45260,5.6,6.8,0.345,65.5,58.2,2.8,4.5,27.1,7.4,0
595990202,Clinquet,59599,Tourcoing,37.2,31.2,10700,17580,24060,0.76,4880,8890,12390,15350,19700,22470,25940,30580,6.3,9.3,0.366,68.7,62.4,4.1,2.2,23.3,8,0
595990301,Les Francs,59599,Tourcoing,33.3,41.2,8990,15790,21930,0.82,3790,7470,10310,12750,17800,20390,23450,28030,7.4,9.6,0.35,74.3,68,4.4,1.9,22.7,3,0
595990302,Brun Pain,59599,Tourcoing,38.2,32.8,10220,17050,23440,0.78,4770,8730,12330,14780,19110,21800,25930,31740,6.7,8.2,0.341,74.6,68.4,4.4,1.8,22.3,3.1,0
595990303,Hippodrome,59599,Tourcoing,41.3,25.4,12880,18920,25340,0.66,6870,11140,14040,16670,21280,24180,26630,32090,4.7,5.8,0.297,74.1,67.6,3.9,2.6,23.5,2.4,0
595990401,Petit Village,59599,Tourcoing,29.9,43.5,7600,14650,21010,0.92,2380,6030,9000,11740,17470,19630,22640,29160,12.2,12.5,0.371,79.6,70.9,5.6,3.1,17.3,3.1,0
595990402,Blanche Porte,59599,Tourcoing,33.8,46,7770,14090,22850,1.07,2670,6300,9000,11440,17830,21210,25060,31870,11.9,14,0.408,83.3,74.1,5.5,3.7,13.3,3.4,0
595990403,Flocon,59599,Tourcoing,51.9,26.3,12580,19950,28070,0.78,5530,10770,14460,17310,22990,26440,30400,37750,6.8,8.8,0.357,76.1,68,3.9,4.2,21.1,2.8,0
595990501,Gambetta,59599,Tourcoing,51.8,24.1,13320,21480,31010,0.82,6040,11220,15260,18360,24180,27960,34040,44580,7.4,9.8,0.387,69.8,61.6,3,5.2,24.4,5.8,0
595990502,Point Central,59599,Tourcoing,31.2,39.6,8330,15390,23120,0.96,2350,6070,9860,13120,17850,21170,25160,34680,14.8,14.9,0.399,67.6,59.5,4.2,3.9,29.2,3.2,0
595990503,Gare,59599,Tourcoing,40.8,38.1,7630,16790,25650,1.07,460,5420,9340,13480,19800,23460,28980,38930,85.1,30.3,0.457,71.2,63.2,4.2,3.8,24.5,4.3,0
595990601,Rue des Villas,59599,Tourcoing,34.9,45.5,6740,14190,20960,1,1100,5000,8190,11650,16560,19360,23220,29600,27,21.8,0.429,82.5,74.1,5.7,2.7,15.3,2.2,0
595990602,Blanc Seau,59599,Tourcoing,51.3,23,13650,20620,29340,0.76,6700,11620,15290,17850,23210,27030,31750,39920,6,7.7,0.358,77.1,69.2,2.9,5,17.4,5.5,0
595990603,Descat,59599,Tourcoing,44.6,29,11580,19190,26850,0.8,4340,9150,13430,16240,21720,24930,28640,36090,8.3,9.7,0.358,79.3,71.2,4.1,4,17.5,3.2,0
595990701,epideme,59599,Tourcoing,25.7,55,5260,11780,19130,1.18,550,3920,6490,9350,14250,17540,21000,26940,48.6,25.8,0.439,75.3,66.1,6.8,2.4,20.7,4,0
595990801,Tilleul-Guisnes,59599,Tourcoing,31.6,46.4,7090,14390,22410,1.06,880,5580,8590,11290,16960,20190,24480,30670,34.9,20.4,0.427,79.9,70.9,5.7,3.3,16.9,3.2,0
595990802,Virolois,59599,Tourcoing,35.6,40.8,7980,15480,22270,0.92,2110,6350,9690,12810,18030,20770,24440,30720,14.5,14.1,0.383,80.8,72.9,5.2,2.7,14.9,4.3,0
595990901,Nationale,59599,Tourcoing,37.1,44.9,6310,14740,23350,1.16,150,4960,7970,11370,18070,21220,26120,33510,224.7,30.8,0.461,72.9,64.3,4.8,3.8,23,4.1,0
595990902,Hôtel de Ville,59599,Tourcoing,37.1,39.6,8890,16050,23790,0.93,3060,7420,10210,13150,18800,21860,26330,32930,10.8,12.6,0.396,67.4,60.6,4.2,2.6,29.1,3.5,0
595991001,Belencontre,59599,Tourcoing,27.3,45.1,8660,14100,19670,0.78,2710,7520,9630,12010,16180,18520,21600,25670,9.5,9.2,0.338,76.3,68.9,6.2,1.2,21.5,2.2,0
595991002,Menin,59599,Tourcoing,26.4,52.2,5920,12290,18620,1.03,180,4560,7270,10010,14770,17090,20170,24840,141.9,21.9,0.405,73.9,68.4,4.8,0.7,22.7,3.4,0
595991003,La Baille,59599,Tourcoing,31.4,42.6,8310,14820,20740,0.84,1850,6870,9940,12410,17260,19510,22010,25880,14,10.8,0.35,78.8,73,4.6,1.2,18.6,2.6,0
595991004,Phalempins,59599,Tourcoing,36.5,34.3,10290,16420,22640,0.75,3090,8500,12030,14170,18840,21160,24960,29390,9.5,8.5,0.33,76.1,69.6,3.8,2.7,20.4,3.5,0
595991005,maraichers,59599,Tourcoing,37.4,36.3,10150,16600,22870,0.77,4620,8700,11560,14050,19130,21650,24180,28450,6.2,7,0.318,76.3,71,3.8,1.5,20.9,2.8,0
595991101,egalite,59599,Tourcoing,38.5,31.8,11020,17370,23450,0.72,5540,9470,12490,15120,19940,22370,25310,30180,5.4,6.8,0.32,67.5,62.5,3.9,1.1,29.5,3,0
595991102,Malcense,59599,Tourcoing,32.9,38.3,8650,16240,22270,0.84,2690,6930,9960,13440,18620,21010,23890,29510,11,10.9,0.359,78.8,70.1,5.2,3.5,17.8,3.4,0
595991103,Courbet,59599,Tourcoing,31.9,46.1,7420,13930,20890,0.97,1560,5280,8890,11400,16300,19280,23280,30580,19.6,18.9,0.419,80.8,73.3,5.8,1.7,16.4,2.8,0
595991201,Boulevard,59599,Tourcoing,41.5,28.3,11850,18900,26030,0.75,4280,9490,13280,16450,21300,24300,28240,34920,8.2,9.3,0.347,74.7,67.4,4.1,3.2,21.4,3.9,0
595991202,Piats,59599,Tourcoing,31.5,47.3,6180,13590,21120,1.1,0,4070,7490,10720,16120,19390,22870,27710,,33.7,0.416,78.3,70.1,6.2,2,18.6,3.1,0
595991203,Chêne-Houplines,59599,Tourcoing,35.9,34,10560,17100,23320,0.75,3330,8250,11930,15160,19540,21710,25250,30320,9.1,9.8,0.345,71.9,66.3,4.3,1.3,24,4.1,0
595991204,Croix Rouge,59599,Tourcoing,35.2,35.5,9540,16160,22100,0.78,5020,8380,11100,14180,18110,20800,23480,28240,5.6,7.3,0.326,74.1,67.5,4.3,2.3,20.9,5,0
595991301,marliere,59599,Tourcoing,41.1,28.1,12010,17990,23580,0.64,6640,10280,13220,16060,19950,22350,25290,30320,4.6,5.4,0.288,70.8,65.5,4.2,1.1,25,4.2,0
595991302,Testelin,59599,Tourcoing,25,48.3,6460,13360,20770,1.07,570,5210,7930,10510,16390,19200,22610,26220,45.9,19.1,0.397,63.8,57.8,5.2,0.8,33.5,2.7,0
595991401,Hopital Dron,59599,Tourcoing,20.7,62.4,3350,9340,17090,1.47,0,2550,4200,6870,12430,15380,19030,24010,,73.9,0.47,67.7,,,,29.7,2.6,0
595991403,Schweitzer,59599,Tourcoing,11.4,76,2130,6790,12690,1.56,0,1000,3150,4860,8550,11050,14580,19340,,237.4,0.502,69.2,57.5,10.8,0.9,27.3,3.5,0
595991501,Pont de Neuville,59599,Tourcoing,39.2,34.4,9140,18260,24990,0.87,2000,7280,11550,14980,20760,23650,26710,32890,16.5,12.9,0.364,70.7,66.1,3.2,1.4,25.1,4.2,0
595991502,Yser,59599,Tourcoing,41.3,24.5,13140,19520,24880,0.6,6430,11360,14480,17130,21790,23550,26930,31380,4.9,5.5,0.286,71.7,67.1,3.4,1.2,25.5,2.8,0
596060101,Nungesser,59606,Valenciennes,61.9,13.9,17220,25520,35370,0.71,10100,15790,19080,22200,28930,33230,39030,49010,4.9,6.3,0.332,66.3,58,2.1,6.2,28.2,5.5,0
596060102,La Briquette,59606,Valenciennes,34,41,8840,15460,23340,0.94,2720,7280,10300,12790,18080,21030,25980,33170,12.2,13,0.391,70.7,64.9,3.5,2.3,26.8,2.5,0
596060201,Faubourg de Lille,59606,Valenciennes,,,2760,9710,17250,1.49,0,1420,3990,6500,12450,15530,19570,25400,,141.3,0.51,69.4,60.8,6.5,2.1,27.8,2.8,0
596060202,Acacias,59606,Valenciennes,52.6,23.6,13800,22640,32660,0.83,5120,11310,16100,19490,26380,30370,35660,47250,9.2,11.6,0.394,72.2,61.7,2.4,8.1,23.1,4.7,0
596060203,Dampierre,59606,Valenciennes,41.9,29.8,11400,18890,26460,0.8,4970,9650,12980,15840,21500,25060,27940,36390,7.3,10.3,0.378,68.3,60.8,2.9,4.6,28.5,3.2,0
596060301,St-Waast,59606,Valenciennes,32.5,45.4,6290,14330,21590,1.07,660,4870,8160,11120,17270,20180,23740,28810,43.7,22.1,0.403,70.7,65.1,4.4,1.2,27.8,1.5,0
596060302,Dutemple,59606,Valenciennes,,,5500,10360,15910,1.01,60,4130,6510,8450,12110,14830,17810,22380,345.5,22.3,0.401,77.7,68.7,8.1,0.9,21.8,0.5,0
596060303,Chasse Royale,59606,Valenciennes,21.7,60.5,3130,9930,17570,1.45,0,1920,4560,7270,12960,15790,19380,25810,,117.8,0.487,68,59.5,6.3,2.2,29.6,2.4,0
596060401,Neuf-Bourg,59606,Valenciennes,39.3,36.9,8490,17330,28030,1.13,370,6060,10060,14270,21390,25480,31480,40660,109.6,29.5,0.466,59.7,48.6,4.1,7,33.6,6.7,0
596060402,Quesnoy-Delsaux,59606,Valenciennes,51.9,27.4,11410,22800,36080,1.08,2640,8780,14670,18770,26920,32830,41110,58030,22,24.5,0.485,64.7,50.9,2.5,11.3,25.8,9.5,0
596060403,Gare-Cannoniers,59606,Valenciennes,43,35.3,9290,18400,27710,1,1480,7190,11060,14720,21470,25530,30130,38910,26.3,20.6,0.44,69.5,62,3.4,4.1,23.9,6.6,0
596060501,Vignoble,59606,Valenciennes,52.2,25.7,12590,22120,30960,0.83,4430,10100,15300,19270,25070,28600,33430,41680,9.4,12.2,0.373,71.3,62.4,3,5.9,25.3,3.4,0
596060502,Faubourg de Paris-Faubourg Sainte-Catherine,59606,Valenciennes,36.8,41.8,7330,15860,23740,1.04,1460,5900,9160,12360,18560,21850,26050,32970,22.5,18.5,0.427,76.7,67.8,4.7,4.2,20.1,3.2,0
596060601,Mons-Romainville,59606,Valenciennes,63.8,17.5,17470,27740,42850,0.92,7000,15030,19390,24000,31940,38170,49380,68470,9.8,13.1,0.442,66.1,51.7,2,12.4,24.1,9.8,0
596060602,Roleur,59606,Valenciennes,55.3,17,16490,23220,33570,0.74,7850,14310,17500,20270,26870,31280,38570,50570,6.4,8.6,0.39,64.7,57,1.9,5.8,26,9.3,0
596060605,St-Michel,59606,Valenciennes,50.9,25.7,12540,20910,31530,0.91,5150,10060,14570,17740,25180,29070,33810,43030,8.3,10.7,0.377,73.5,65.6,2.9,5,22.4,4.1,0
596160101,nord,59616,Vieux-Condé,32.4,37.8,9310,15740,23570,0.91,3730,7560,10840,13690,17930,21750,25980,31780,8.5,10.1,0.36,64.8,58.5,3.9,2.4,28.7,6.5,0
596160102,coron vert,59616,Vieux-Condé,30.7,41.8,8300,14640,22210,0.95,2610,6200,9750,12570,17690,20570,24270,29840,11.4,12.6,0.386,65.2,57.6,4.1,3.5,29.5,5.3,0
596160103,ecarlate-grand quesnoy-rieu de conde,59616,Vieux-Condé,36.7,31.2,10460,18070,25100,0.81,3000,8700,12700,15260,20470,23210,26840,32650,10.9,10.5,0.343,58.8,54.6,3.2,1,34.8,6.4,0
